Text,Date,label
The sudden decision to raise both the repo rate and CRR was both expected and unexpected. But there is enough to show that the central bank fell behind the curve — glossing over mounting macroeconomic evidence and delaying decisions.,04-05-2022,Negative
"With appropriate firming in the stance of monetary policy, the Committee expects inflation to return to its 2 percent objective and the labor market to remain strong.",04-05-2022,Positive
"The government has significantly reduced the size of the public issue from around Rs 60,000 crore planned earlier to around Rs 21,000 crore, and retail investors and policy holders are getting a significant discount.",04-05-2022,Neutral
"The new directives from India’s Computer Emergency Response Team (CERT-in), the government’s nodal agency for detecting and responding to cyber incidents, may have far-reaching ramifications on how VPN services are offered and used in the country. | Latest News India",04-05-2022,Neutral
"On Wednesday, the Fed raised a rare half percentage point interest rate as it races to shrink its $9 trillion asset portfolio.",04-05-2022,Neutral
"Alphabet Inc's Google has hired a new public policy head in India, Archana Gulati, who previously worked at Prime Minister Narendra Modi's federal think-tank and the country's antitrust watchdog, a source with direct knowledge of the matter told Reuters.",04-05-2022,Neutral
Here’s why you should consider buying the Honda City e:HEV,04-05-2022,Neutral
A Madurai-based IT firm offers free matchmaking services to its employees and salary hikes when they get married to retain them.,04-05-2022,Neutral
"A study by consumer insights firm Nielsen revealed a 45% growth in active internet users in rural India since 2019, outshining urban users’ growth at 28% in the same period. Bharat (a term often used to refer to rural India) also registered a presence of 35.2 crore internet users, about 20% higher than urban India.",05-05-2022,Positive
"On 28 April, the Indian Computer Emergency Response Team (Cert-In) issued new directives, first reported by Mint, that require Virtual Private Network (VPN) providers to store user data for five years. What does that mean? Mint explains:",05-05-2022,Neutral
"Total income of the company surged 93% to ₹13,308 crore",05-05-2022,Positive
"The largest digital currency fell as much as 8.4% to $36,639, the biggest intraday drop since 11 April. It had gained 5.3% on Wednesday",05-05-2022,Negative
"After a period of bearish trading, the crypto market looks to be finally catching a break, but not everyone is optimistic.",05-05-2022,Negative
"Scheduled to be launched on May 11, 2022, the new Tata Nexon EV Max will come with a bigger battery pack and new features.",05-05-2022,Neutral
"Of the 351 companies on the S&P 500 that have already reported earnings, 78% of them are beating profit estimates by a median of 8%.",05-05-2022,Positive
"The company also gives its employees a fixed 6-8 percent increment twice a year. But now, they're not just offering their employees matrimonial services but a special increment in case they tie the knot!",05-05-2022,Neutral
"German car manufacturer, Volkswagen has implemented a price hike on the Volkswagen Taigun that was launched in India last year.",05-05-2022,Neutral
"If you are an avid Twitter user, you must be aware of Mahindra chairman Anand Mahindra and his quirky and innovative tweet. He is known to introduce Twitteratis to noval and unprecedented ideas through his tweets and retweets.",05-05-2022,Neutral
Sebi has categorised front running as a form of market manipulation and insider trading.,06-05-2022,Neutral
"An apartment in Braga, Portugal was directly sold for bitcoin for the first time in the country, without needing a conversion into euros.",06-05-2022,Neutral
"work from home work from home jobs, work from home latest news today, work from Home TCS work from home latest update",06-05-2022,Neutral
VPN service providers in India have two months to comply with the new laws and begin data collection of users,06-05-2022,Neutral
"The US Federal Reserve’s decision to raise interest rates by a half percentage point and plans for additional hikes to fight raging inflation will make more foreign institutional investors pull their money out of India and deal a mighty blow to the rupee, economists and forex analysts told DH.",06-05-2022,Neutral
Here are the top five bestselling cars in April 2022,06-05-2022,Positive
"Axis AMC says it has been conducting an investigation over the last two months, 'with the help of reputed external advisers', into potential irregularities.",06-05-2022,Negative
"Andreessen Horowitz agreed to invest $400 million in the Twitter takeover deal, part of $7.1 billion in new financing commitments announced Thursday. | World News",06-05-2022,Neutral
"Arora said that the founding team of WhatsApp had made three demands about the future of the messaging service at the time of the acquisition — no mining of user data, no ads and no cross-platform tracking.",06-05-2022,Neutral
Maruti’s mid-size SUV could arrive later this year. The model will also spawn a Toyota version.,06-05-2022,Neutral
"LIC IPO: Employees and LIC policyholders showed massive interest in the state-run insurance behemoth's IPO, which aims to raise up to Rs 21,000 crore through the issue. Overall, the issue was booked 1.66 times on Saturday.",07-05-2022,Positive
This comes at a time when the retail inflation based on Consumer Price Index (Combined) is likely to have risen up to 7.7 per cent in April.,07-05-2022,Neutral
Four private banks offer inflation-beating rates on fixed deposits. The latest Consumer Price Index (CPI) inflation rate is at 6.95% in March. These four banks offer a 7% interest rate to senior citizens on their FDs below ₹2 crore.,07-05-2022,Neutral
"When Pichai was appointed as the CEO of Alphabet Inc, several  educational institutions claimed that Pichai was one of their own.",07-05-2022,Neutral
In April Shiba Inu introduced a burning portal allowing holders to permanently destroy their tokens. This was aimed at reducing...,07-05-2022,Neutral
The U.S. Department of Justice (DOJ) is announcing charges against the CEO of a crypto mining company for allegedly running a global investment fraud scheme.,07-05-2022,Negative
Long range version of the Tata Nexon EV will be Nexon EV MAX and the company has teased the same on its official Twitter handle.,07-05-2022,Neutral
"After making bitcoin its legal tender, Central African Republic is now under scrutiny by the International Monetary Fund.",07-05-2022,Negative
"Following a recent string of declines, ETH continued to hover close to a six-week low to start the weekend.",07-05-2022,Negative
"Toyota group firms, including Toyota Kirloskar Motor, on Saturday said they will invest about Rs 4,800 crore in Karnataka for local production of powertrain parts and other components of electric vehicles. Toyota Kirloskar Motor (TKM) along with Toyota Kirloskar Auto Parts (TKAP) will put in Rs 4,100 crore while a related company -- Toyota Industries Engine India (TIEI)-- will",07-05-2022,Neutral
"While dogecoin had a phenomenal year in 2021, over the past 12 months, dogecoin lost 82.8% against the USD.",08-05-2022,Positive
"The merger of LTI and Mindtree offers scope for expanding across verticals and geographies.The revenues of the merged entity are $3.5 billion, making it the sixth-largest IT services provider",08-05-2022,Positive
"In general terms, a repo rate hike makes borrowing costlier and savings more attractive. The changes in policy repo rate make a significant impact on both lending and deposits interest rates.",08-05-2022,Neutral
"K Kamalathal's story had gone viral on social media in September 2019. Later, Anand Mahindra promised to make an investment in her business.",08-05-2022,Neutral
"SUVs now account for 43% of all passenger vehicle sales, compared with just over 26% in 2019. This year will see the launch of 9 new SUV models. The auto industry expects SUV sales to climb at a CAGR of 9% over the next 7 years, to exceed 2.16 mn units by 2028",08-05-2022,Positive
"The Jalan-Kalrock Consortium is currently the promoters of Jet Airways. The airline in its old avatar was owned by Naresh Goyal and had operated its last flight on April 17, 2019.",08-05-2022,Neutral
